id,name_tejary,goroh_daroei,goroh_darmani,name_farsi,shekl_daroei,masraf_hamelegi,mavared_masraf,mizan_masraf,mavared_mane,avarez_janebi,tavajohat,amozesh,description,sharayet_negah,nokte
248,Adernalin,سمپاتومیمیتیک,"بازکننده ریه , بالا برنده فشار خون",اپي نفرين,تزریقی,گروه C,ایست قلبی - دراحیای قلب و ریه داروی بسیار حیاتی است و در مورد شوک ناشی از حساسیت دارویی (آنافیلاکسی) یا آسم و حملات ریوی در کودکان و جوانان بسیار مفید است.,میزان غلضت آن 1/100.000 یا 1/10.000 قابل استفاده در آسم به صورت زیر جلدی با غلظت 1/1000 به میزان 0.1 تا 0.5 میلی گرم تزریق شود.,"آسیب مغزی , بی نظمی قلب , نارسایی عروق و حساسیت دارویی","سر درد , تپش قلب , تهوع , افزایش فشار خون , سنکوپ",در تهیه غلظت طبق دستور عمل شود. گاهی برای بی حسی موضعی از ترکیب اپی نفرین و لیدوکائین استفاده می شود.این کار را در انتهای اندام ها (دست و پا) نباید انجام داد.قلب و فشار خون را کنترل کنید.,"افزایش تعداد ضربان قلب جزء عوارض دارویی است.  از مصرف خودسرانه دبه ویژه در سالمندی پرهیز کنید.  در صورت احتمال حساسیت دارویی به ویژه آنتی بیوتیک , آن را آماده داشته باشید.",EPINEPHRINE,در دمای اتاق نگهداری شود.,---
249,Dopastat,سمپاتومیمیتیک,تنگ کننده عروق,دوپامين,تزریقی,گروه C,محرک قلبی است و در درمان کاهش یا افت فشار خون و شوک قلبی و نارسایی قلبی و نارسایی کلیه مفید است.,400 تا 800 میلی گرم دوپامین در 250 سی سی محلول و با غلظت 1600 تا 3200 میکروگرم  در هر میلی لیتر انفوزیون شروع شود.,در بیماری هایی فئوکروموسیتوما یا آریتمی فیبریلاسیون بطنی یا تاکی آریتمی ممنوعیت مصرف دارد.,"تهوع , استفراغ , درد قفسه سینه , تشدید حمله آسمی",از مخلوط کردن دوپامین با محلول سرم بی کربنات سدیم یا فنی توئین سدیم خودداری شود. کنترل علائم حیاتی و مونیتورینگ نوار قلبی ضروری است. برای تزریق از ورید های بزرگ استفاده کنید.,در محل تزریق ممکن است درد ایجاد شود و در صورت بروز این عارضه به پرستار اطلاع دهید.,DOPAMIN,در دمای اتاق نگهداری شود.,---
250,Efedvon,سمپاتومیمیتیک,ضد آسم,افدرين,قرص,گروه C,"باز کردن مجاری هوایی , درمان احتقان بینی , درمان علامتی آسم",یک قرص 3 تا 4 بار در روز,"حساسیت شدید دارویی , پورفیری , آریتمی قلبی, آب سیاه چشم , درد های حاد قلبی","تهوع , استفراغ , بی اشتهایی , بی خوابی , تپش قلب , بی نظمی قلبی",مهمترین نشانه مسمومیت با افدرین روز علائم تشنج است.,مایعات کافی نوشیده شود.از مصرف خودسرانه میزان بالای دارو خودداری کنید.,EPHERRINE,در دمای اتاق نگهداری شود.,---
251,Metaprel,سمپاتومیمیتیک,برونکودیلاتور,متاپروترونول,قرص و تزریقی,گروه C,"بیماری های تنفسی مثل آسم و تنگی نفس مزمن ریوی , برونشیت , آمفیزم , برونشکتازی و درمان بلوک قلبی",20 میلی گرم هر 6 تا 8 ساعت,"حساسیت شدید دارویی , آریتیمی قلبی","بی حالی , بی قراری , سرگیجه , بالا رفتن فشار خون , تهوع , استفراغ , خشکی دهان",وضعیت قلب و فشار خون بیمار  را کنترل کنید.در افراد مسن دارو با احتیاط مصرف شود.,در صورت عدم بهبود علائم به پزشک اطلاع دهید. تغییر در میزان مصرف دارو خطرناک می باشد.,METAPROTERENOL,در دمای معمولی نگهداری شود.,---
252,Exosurf Nedvatal,سورفاکتانت ریوی,ضد نارسایی ریه (نوزادان),کولفوسريل,محلول در تراشه مجاری هوایی (نای) نوزادان نارس تزریق می شود.,مطالعه نشده است.,درمان و پیشگیری از خطر ناتوانی تنفسی در نوزادان به ویژه نارس و کمبود مادرزادی سورفاکتانت داخلی در ریه,به میزان 67.5 میلی گرم به ازای هر کیلوگرم معادل 5 سی سی از طریق لوله تراشه,مورد خاصی وجود ندارد.,"خونریزی , عفونت ریوی , تشنج , ایست تنفسی و عفونت پرده مغز",در هنگام مصرف داخلی نایی باید لوله ها با اندازه های مختلف در دسترس باشد. دارو را قبل از مصرف با 8 میلی لیتر آب مقطر آماده کنید.آموزش کادر درمانی کاملا ضروری است.,با والدین در مورد اثر بخشی دارو و  عوارض احتمالی قبلا صحبت کنید.,COLFOSCERIL PALMITATE,در دمای اتاق نگهداری شود.,---
253,Zincate,سولفات روی,مواد معدنی- مکمل غذایی,سولفات روي,کپسول,گروه A,"درمان کمبود روی , درمان کمکی بیماری کمبود مس",برای درمان کمبود روی 0.5 تا 1 میلی گرم به ازای هر کیلوگرم وزن در روز,مورد خاصی وجود ندارد.,"تهوع , اسهال , تحریک معده",در درمان کمکی غذایی همراه مصرف دارو ضروری است.,"اعمال رشد , فعالیت جنسی , بینایی و تولید مثل وابستگی شدید به میزان روی در بدن دارد.",ZINC SULFAT,در دمای اتاق نگهداری شود.,---
254,Sulmages,سولفات منیزیم,ضد تشنج ( به ویژه در حاملگی),سولفات منيزيم,تزریقی,گروهD,"در مسمومیت حاملگی ( کلامپسی و پره اکلامپسی) , در خانم حامله و کسانی که از راه دهان تغذیه نمی کنند و مجبوریم دارو و مواد ضروری را از راه ورید های محیطی به آنها برسانیم.",در کنترل تشنج و پیشگیری آن 4 گرم محلول 10 یا 20 درضد در عرض 3 تا 4 دقیقه در بدن یا در سرم دکستروز طی نیم ساعت انفوزیون وریدی شود.,در انفارکتوس قلبی و بلوک قلبی منع مصرف دارد.,"سردرد , گرگرفتگی , کاهش فشار خون , فلج تنفسی , تعریق , تهوع , خواب آلودگی , احساس تشنگی",علائم حیاتی بیمار حین تزریق کنترل شود.سطح سرمی منیزیوم بررسی شود.حتما آمپول کلسیم گلوکونات وریدی را در دسترس و آماده داشته باشید.,"در صورت بروز تهوع و استفراغ , مشکلات قلبی و تنفسی اطلاع به پزشک ضروری است چون علائم مسمومیت است.",MAGNESIUM SULFATE,در دمای معمولی نگهداری شود.,---
255,Ak-Sulf,سولفاسنامید,آنتی بیوتیک,سولفاستاميد (چشمي),قطره چشمی,گروه C,"عفونت چشمی , کراتیت چشمی",1 تا 2 قطره  هر 1 تا 3 ساعت,"حساسیت شدید دارویی و عفونت های ویروسی آبله مرغان و تب خال , عفونت قارچی چشم","سر درد , تورم , حساسیت موضعی چشم , حساسیت جلدی",یک آنتی بیوتیک وسیع الطیف است.,طی شیردهی و حاملگی با احتیاط تجویز شود.,SULFACETAMID,در جای خنک (2 تا 8 درجه) و دور از نور نگهداری شود.,---
256,Ucine,سولفاسنامید,"ضد التهاب روده , ضد زخم روده بزرگ",سولفاسالازين,قرص و محلول,گروه B,"زخم فعال روده بزرگ , رماتیسم مفصلی , سندرم بهجت , اسکلرودرمی ( بیماری عروقی عمومی (واسکولیت))",2 تا 4 گرم خوراکی,"حساسیت شدید دارویی , انسداد روده و مجاری ادراری","تهوع , استفراغ , حساسیت به نور , اختلالات خونی , تغییر رنگ ادرار , کچلی موضعی برگشت پذیر",می بایست برای بیمار اسید فولیک کافی تجویز شود.,بهتر است دارو بعد از غذا میل شود.ممکن است رنگ ادرار زردتر شود یا تغییر رنگ دهد.,SULFASALAZIN,در دمای اتاق نگهداری شود.,---
257,Aulosulfon,سولفونامید,ضد جذام,داپسون,قرص,گروه C,"آلودگی به توکسوپلاسموز , جذام , درماتیت , ایدز , آلودگی قارچی",از 50 تا 100 میلی گرم متفاوت است (یک تا دو بار در روز),حساسیت شدید دارویی به داپسون و سولفونامید,"زردی (یرقان) , استفراغ , تشنج , تهوع , بی خوابی , کم خونی",آزمایشهای خونی و کبدی به صورت منظم تکرار شود.,در بیماران میتلا به فاویسم با احتیاط استفاده شود. در کمتر از 6 ماه بیمار مبتلا به جذام می بایست بهبود یابد یا رو به بهبودی رود. در صورت زردی و تب به پزشک مراجعه شود.,DAPSONE,به دور از نور و در جای خشک و خنک نگهداری شود.,---
258,Silvadene,سولفونامید,ضد باکتری و عفونت,سيلورسولفاديازين,کرم جلدی,گروه C,سوختگی و درمان عفونت های پوستی,روکش نازکی از پماد را روی زخم استفاده کنید.,"حساسیت شدید دارویی , حاملگی و نوزادان","حساسیت موضعی , حساسیت شدید دارویی به علت جذب عمومی","در صورت درمان طولانی مدت آژمایشهای خونی انجام دهید.در هر دوره برای مالیدن کرم , زخم را پاک کنید.",در صورت عوارض موضعی به پزشک اطلاع دهید.,SILVER,در دمای اتاق نگهداری شود.,---
